name,vertical,address,city,state,phone,website,types,lead_score,priority,review_count,rating,on_ubereats,on_grubhub,contact_by_date,latitude,longitude,place_id
Jewel-Osco,restaurants,"11730 S Marshfield Ave, Chicago, IL 60643, USA",Chicago,IL,(773) 568-8157,https://local.jewelosco.com/il/chicago/11730-s-marshfield-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1919,4.1,True,False,2026-01-31,41.6802451,-87.6645535,ChIJi7kZcPQkDogRj56B7FtyjUs
Pete's Fresh Market #9 - Oakbrook Terrace,restaurants,"17w675 Roosevelt Rd, Oakbrook Terrace, IL 60181, USA",Chicago,IL,(630) 812-6100,http://www.petesfresh.com/,"bakery,cafe,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4662,4.5,True,True,2026-01-31,41.858949,-87.97341589999999,ChIJ0eamFqtNDogR86NVIcTIKJU
Ralphs,restaurants,"2201 W Redondo Beach Blvd, Gardena, CA 90247, USA",Los Angeles,CA,(310) 538-9008,https://www.ralphs.com/stores/grocery/ca/gardena/gardena/703/00111?cid=loc_70300111_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,934,4.3,False,True,2026-01-31,33.8869831,-118.3184892,ChIJBdiDHJ61woARAlJOmomQZ50
Pete's Fresh Market #10 - Madison & Western,restaurants,"2333 W Madison St, Chicago, IL 60612, USA",Chicago,IL,(312) 888-4600,http://www.petesfresh.com/,"cafe,establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,store,supermarket",100,Critical,6426,4.4,False,True,2026-01-31,41.880507,-87.685599,ChIJnRjXeEMtDogRxiLDpbDSbTU
Meijer,restaurants,"13521 Illinois Rte 59, Plainfield, IL 60544, USA",Chicago,IL,(815) 267-8000,https://www.meijer.com/shopping/store-locator/214.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2219,4.4,False,True,2026-01-31,41.6348735,-88.19968759999999,ChIJc6FxEKz1DogROGQffAPZq0Q
QFC,restaurants,"500 Mercer St, Seattle, WA 98109, USA",Seattle,WA,(206) 352-4020,https://www.qfc.com/stores/grocery/wa/seattle/uptown/705/00881?cid=loc_70500881_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1653,4.2,False,True,2026-01-31,47.62502689999999,-122.3471738,ChIJZ-cPR0cVkFQRdyzvy-ujhro
Trade Fair,restaurants,"89-02 37th Ave, Jackson Heights, NY 11372, USA",New York,NY,(718) 533-0844,https://tradefairny.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,874,4.1,True,False,2026-01-31,40.7503667,-73.8773847,ChIJHw9RUaVfwokRyAsVgQLClLc
Safeway,restaurants,"15 Marina Blvd, San Francisco, CA 94123, USA",San Francisco,CA,(415) 563-4946,https://local.safeway.com/safeway/ca/san-francisco/15-marina-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2881,4.2,False,True,2026-01-31,37.8044671,-122.4328651,ChIJd95lW9iAhYARwmwzx6GugCg
ALDI,restaurants,"1739 W Cermak Rd, Chicago, IL 60608, USA",Chicago,IL,(855) 955-2534,https://www.aldi.us/stores/l/il/chicago/1739-west-cermak-rd/f608,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2173,4.5,False,True,2026-01-31,41.85226,-87.66941,ChIJoXitY6YtDogRKkQ8OuT1g68
QFC,restaurants,"11224 NE 124th St, Kirkland, WA 98034, USA",Seattle,WA,(425) 821-8502,https://www.qfc.com/stores/grocery/wa/kirkland/qfc-totem-lake/705/00828?cid=loc_70500828_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,621,4.1,False,True,2026-01-31,47.7123953,-122.1912293,ChIJfZUiD3gSkFQRk4pAsS89c00
Morton Williams Supermarkets,restaurants,"908 2nd Ave, New York, NY 10017, USA",New York,NY,(212) 308-6922,https://www.mortonwilliams.com/our-locations,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1174,4.1,True,False,2026-01-31,40.7537995,-73.96896219999999,ChIJwdELkOJYwokRgSJOA1wL2Mo
ShopRite of Englewood,restaurants,"40 Nathaniel Pl, Englewood, NJ 07631, USA",New York,NY,(201) 816-8330,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=169,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2650,4.5,True,True,2026-01-31,40.896772,-73.97546369999999,ChIJKY7iXBnxwokRUWXQBSes2K4
Stop & Shop,restaurants,"8 Franklin St, Bloomfield, NJ 07003, USA",New York,NY,(973) 743-6413,https://stores.stopandshop.com/nj/bloomfield/8-franklin-street?y_source=1_NDE5NTgxMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"establishment,food,grocery_or_supermarket,point_of_interest,store",100,Critical,2780,4.1,False,True,2026-01-31,40.7828446,-74.1847569,ChIJJ8dQkOJUwokR1uK35DT6Sbo
Tony's Fresh Market,restaurants,"2099 N Mannheim Rd, Melrose Park, IL 60160, USA",Chicago,IL,(708) 345-4700,https://locations.tonysfreshmarket.com/ll/us/il/melrose-park/2099-n-mannheim-rd/,"establishment,food,grocery_or_supermarket,point_of_interest,store",100,Critical,2523,4.2,False,True,2026-01-31,41.913683,-87.882744,ChIJEVVlFDu1D4gRL1mj2WcxGEU
"ShopRite of Commerce St.-Stamford, CT",restaurants,"1990 W Main St, Stamford, CT 06902, USA",New York,NY,(203) 978-0464,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=397,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1862,4.4,True,False,2026-01-31,41.0474019,-73.5649493,ChIJDX7LLqqYwokRAWxgjxLhu78
Wegmans,restaurants,"15 Woodbridge Center Dr, Woodbridge, NJ 07095, USA",New York,NY,(732) 596-3200,https://www.wegmans.com/stores/woodbridge-nj/?cid=GMB_Wegmans_2024:aw:ow:gb:gb:ao::,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4383,4.6,True,True,2026-01-31,40.5482362,-74.2966338,ChIJSaaE8cS1w4kR7qtfUFu3PpU
Ralphs Fresh Fare,restaurants,"5601 Wilshire Blvd, Los Angeles, CA 90036, USA",Los Angeles,CA,(323) 936-4954,https://www.ralphs.com/stores/grocery/ca/los-angeles/wilshire-hauser/703/00289?cid=loc_70300289_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,944,4.2,True,True,2026-01-31,34.0628678,-118.3508874,ChIJNbpVkyG5woARTm8pP4l-wDo
FOOD BAZAAR,restaurants,"42-02 Northern Blvd #74, Long Island City, NY 11101, USA",New York,NY,(347) 448-8860,https://www.foodbazaar.com/find-your-store/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,7083,4.5,True,True,2026-01-31,40.7521249,-73.921528,ChIJh-ZryyVfwokR-tg5HCfSNtI
ShopRite of Veterans Rd,restaurants,"3010 Veterans Rd W, Staten Island, NY 10309, USA",New York,NY,(718) 948-4945,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=112,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1912,4.2,True,False,2026-01-31,40.5292056,-74.23499009999999,ChIJ0Wjfq0a1w4kR1a44dLNU9pA
FOOD BAZAAR,restaurants,"21 Manhattan Ave, Brooklyn, NY 11206, USA",New York,NY,(718) 532-0530,https://www.foodbazaar.com/find-your-store/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,7747,4.4,True,True,2026-01-31,40.7031456,-73.9450749,ChIJbzvarftbwokRzU4EGv87H0M
Ralphs Fresh Fare,restaurants,"11727 W Olympic Blvd, Los Angeles, CA 90064, USA",Los Angeles,CA,(310) 473-5238,https://www.ralphs.com/stores/grocery/ca/los-angeles/olympic-barrington/703/00210?cid=loc_70300210_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1087,4.2,True,True,2026-01-31,34.0349195,-118.4490712,ChIJSYmsUwy7woARwW01p9zUXHY
Walmart,restaurants,"1220 Old Country Rd, Westbury, NY 11590, USA",New York,NY,(516) 794-7280,https://www.walmart.com/store/3420-westbury-ny?veh=seo_loc,"clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,hardware_store,home_goods_store,point_of_interest,store",100,Critical,9965,4.1,True,True,2026-01-31,40.7436213,-73.6007924,ChIJcQAAAESHwokRiz3dEHxw7Ic
Fresh County Market,restaurants,"2550 Arthur St, Gary, IN 46404, USA",Chicago,IL,(219) 977-9910,http://www.freshcountymarket.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2053,4.0,True,False,2026-01-31,41.5722307,-87.36063469999999,ChIJx0OD65_CEYgRO8ejvMfukAo
Meijer,restaurants,"755 E Boughton Rd, Bolingbrook, IL 60440, USA",Chicago,IL,(630) 783-5300,https://www.meijer.com/shopping/store-locator/215.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3247,4.3,True,True,2026-01-31,41.7212148,-88.03601660000001,ChIJOQdxF-1aDogRHCuwzLUvdWk
Jewel-Osco,restaurants,"370 N Desplaines St, Chicago, IL 60661, USA",Chicago,IL,(312) 243-2710,https://local.jewelosco.com/il/chicago/370-n-des-plaines-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1738,4.3,True,False,2026-01-31,41.8887205,-87.6449859,ChIJuTv6DcwsDogR4iM3ChhHxIE
Ralphs,restaurants,"3410 W 3rd St, Los Angeles, CA 90020, USA",Los Angeles,CA,(213) 480-1421,https://www.ralphs.com/stores/grocery/ca/los-angeles/third-street/703/00032?cid=loc_70300032_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,2056,4.1,True,True,2026-01-31,34.0683874,-118.2905317,ChIJW2BaA2XHwoARQbKpw3X5HAY
Ralphs,restaurants,"7221 Woodman Ave, Van Nuys, CA 91405, USA",Los Angeles,CA,(818) 785-3162,https://www.ralphs.com/stores/grocery/ca/van-nuys/sherman-way/703/00047?cid=loc_70300047_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1359,4.1,False,True,2026-01-31,34.2019865,-118.4322132,ChIJ-3iY9OaWwoARKcufyacoYlI
Safeway,restaurants,"152 Roosevelt Ave E, Enumclaw, WA 98022, USA",Seattle,WA,(360) 825-5023,https://local.safeway.com/safeway/wa/enumclaw/152-roosevelt-ave-e.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1664,4.1,False,True,2026-01-31,47.1982382,-121.9797307,ChIJcQsgP_jtkFQReYfudG8R6Ss
Safeway,restaurants,"17230 140th Ave SE, Renton, WA 98058, USA",Seattle,WA,(425) 228-1740,https://local.safeway.com/safeway/wa/renton/17230-140th-ave-se.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1797,4.1,True,True,2026-01-31,47.4474284,-122.1524522,ChIJN5YHWH5nkFQRuEntwuuCeXE
Safeway,restaurants,"26916 Maple Vly Hwy, Maple Valley, WA 98038, USA",Seattle,WA,(425) 432-2020,https://local.safeway.com/safeway/wa/maple-valley/26916-maple-valley-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1269,4.2,True,False,2026-01-31,47.36027620000001,-122.0183189,ChIJOVnALKGKkFQRfRdfWTd2rNo
Safeway,restaurants,"253 High School Rd NE, Bainbridge Island, WA 98110, USA",Seattle,WA,(206) 842-7197,https://local.safeway.com/safeway/wa/bainbridge-island/253-high-school-rd-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,700,4.1,True,True,2026-01-31,47.6350953,-122.5197055,ChIJXXHsjqM-kFQRZb0irD7QVrU
Safeway,restaurants,"717 WA-9, Lake Stevens, WA 98258, USA",Seattle,WA,(425) 249-4000,https://local.safeway.com/safeway/wa/lake-stevens/717-sr-9-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1732,4.2,False,True,2026-01-31,48.00336799999999,-122.103773,ChIJjd0B23yrmlQRdzgUALnJTiI
Safeway,restaurants,"3496 Camino Tassajara, Danville, CA 94506, USA",San Francisco,CA,(925) 736-0298,https://local.safeway.com/safeway/ca/danville/3496-camino-tassajara.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",95,Critical,439,4.2,False,True,2026-01-31,37.7980836,-121.9177857,ChIJO2I3LDjyj4ARZZblvifT2rc
QFC,restaurants,"18921 Bothell Way NE, Bothell, WA 98011, USA",Seattle,WA,(425) 485-7548,https://www.qfc.com/stores/grocery/wa/bothell/bothell/705/00819?cid=loc_70500819_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",95,Critical,452,4.1,False,True,2026-01-31,47.7651942,-122.2116619,ChIJHzj900MOkFQRJUWn815YG2E
Ralphs,restaurants,"29675 The Old Rd, Castaic, CA 91384, USA",Los Angeles,CA,(661) 702-6911,https://www.ralphs.com/stores/grocery/ca/castaic/hasley-canyon-village/703/00084?cid=loc_70300084_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",95,Critical,363,4.2,True,False,2026-01-31,34.4567968,-118.6189757,ChIJB0UlElF-woARIA0q7d9kADI
Foodsmart,restaurants,"3415 W Diversey Ave, Chicago, IL 60647, USA",Chicago,IL,(773) 384-1125,http://www.foodsmartstores.com/,"atm,convenience_store,establishment,finance,food,grocery_or_supermarket,liquor_store,point_of_interest,store",95,Critical,338,4.2,True,True,2026-01-31,41.9316225,-87.71306469999999,ChIJw1YICHTND4gRkAXiEwqvOQI
Bravo Supermarkets,restaurants,"91 Humboldt St, Brooklyn, NY 11206, USA",New York,NY,(718) 387-0919,http://bravohumboldt.com/,"atm,bakery,establishment,finance,food,grocery_or_supermarket,health,liquor_store,pharmacy,point_of_interest,store,supermarket",95,Critical,230,4.0,True,True,2026-01-31,40.7045086,-73.9411607,ChIJ7Yt2TflbwokRaIYaiij3Dak
Speedway,restaurants,"1501 W Roosevelt Rd, West Chicago, IL 60185, USA",Chicago,IL,(630) 876-9902,https://www.speedway.com/locations/IL/West-Chicago/1501-W-Roosevelt-Rd,"convenience_store,establishment,food,gas_station,point_of_interest,store",95,Critical,314,4.0,True,True,2026-01-31,41.8777348,-88.23567039999999,ChIJt8RH7GX-DogRj0c8Y3m69Yk
7-Eleven,restaurants,"15 S Abbott Ave, Milpitas, CA 95035, USA",San Francisco,CA,(669) 237-5126,https://www.7-eleven.com/locations/ca/milpitas/15-south-abbott-ave-14240?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",90,Critical,72,4.1,True,False,2026-01-31,37.4283683,-121.9146569,ChIJ6cMQDNjIj4ARTpk1_zVBmRQ
Walmart Supercenter,restaurants,"9265 159th St, Orland Hills, IL 60487, USA",Chicago,IL,(708) 349-4300,https://www.walmart.com/store/1556-orland-hills-il/?veh=seo_loc,"bakery,clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,hardware_store,home_goods_store,point_of_interest,store",90,Critical,5459,3.9,True,True,2026-01-31,41.5991373,-87.84296780000001,ChIJvaXXUY0_DogR7Ya6LpXx1TY
QFC,restaurants,"2615 Broadway, Everett, WA 98201, USA",Seattle,WA,(425) 259-6061,https://www.qfc.com/stores/grocery/wa/everett/everett-broadway/705/00853?cid=loc_70500853_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,896,3.8,True,True,2026-01-31,47.9828305,-122.2006488,ChIJQ6cwZpaqmlQRK1uXo5CliXA
QFC,restaurants,"417 Broadway E #2, Seattle, WA 98102, USA",Seattle,WA,(206) 328-6920,https://www.qfc.com/stores/grocery/wa/seattle/broadway-market/705/00887?cid=loc_70500887_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,956,3.8,True,True,2026-01-31,47.6225374,-122.3214287,ChIJK27z6C0VkFQRj6kaBPV22Vc
QFC,restaurants,"1401 Broadway, Seattle, WA 98122, USA",Seattle,WA,(206) 860-3818,https://www.qfc.com/stores/grocery/wa/seattle/harvard-market/705/00847?cid=loc_70500847_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,2323,3.8,False,True,2026-01-31,47.6138266,-122.3211088,ChIJMUGlcMxqkFQRYOqBHimvYbg
CTown Supermarkets,restaurants,"Parking lot, 134-16 Liberty Ave, South Richmond Hill, NY 11419, USA",New York,NY,(718) 658-8817,https://locations.ctownsupermarkets.com/ctown-supermarkets-a2c94761b4d2?utm_source=Google&utm_medium=organic&utm_campaign=Yext,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1186,3.8,True,False,2026-01-31,40.691428,-73.81197139999999,ChIJVxGWrMxgwokRMPnbIRo78LI
MORTON WILLIAMS SUPERMARKETS,restaurants,"917 9th Ave, New York, NY 10019, USA",New York,NY,(212) 586-8784,https://www.mortonwilliams.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,552,3.9,True,True,2026-01-31,40.7689628,-73.9852025,ChIJabm8wlhYwokRGwnWxb9HbtY
24 Hours Deli Grocery Store,restaurants,"726 E 152nd St, Bronx, NY 10455, USA",New York,NY,(718) 665-0288,,"bakery,establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,restaurant,store",90,Critical,119,4.4,True,True,2026-01-31,40.815878,-73.907831,ChIJcWkCIbf1wokRiTdWKa4STw8
Safeway,restaurants,"2811 Middlefield Rd, Palo Alto, CA 94306, USA",San Francisco,CA,(650) 321-8400,https://local.safeway.com/safeway/ca/palo-alto/2811-middlefield-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,705,3.9,True,True,2026-01-31,37.4328752,-122.1272763,ChIJd78gt1e6j4ARNvamGuQ4hDs
24 7 Convenience Store,restaurants,"310 Lexington Ave, Clifton, NJ 07011, USA",New York,NY,(973) 246-6525,,"convenience_store,establishment,food,point_of_interest,store",90,Critical,104,4.4,True,False,2026-01-31,40.8722795,-74.1293378,ChIJPyI2LMr-wokRw1gASVWwu7c
Safeway,restaurants,"231 W Jackson St, Hayward, CA 94544, USA",San Francisco,CA,(510) 783-8611,https://local.safeway.com/safeway/ca/hayward/231-w-jackson-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1267,3.8,True,True,2026-01-31,37.6526998,-122.0915008,ChIJdxZesFCRj4ARoSdIWVPi5EA
Mariano's,restaurants,"2021 W Chicago Ave, Chicago, IL 60622, USA",Chicago,IL,(773) 799-9000,https://www.marianos.com/stores/grocery/il/chicago/marianos-ukrainian-village/531/00527?cid=loc_53100527_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,1349,3.8,True,False,2026-01-31,41.8955736,-87.67833499999999,ChIJYzCVr0otDogRvZsJTDwqXUI
Jewel-Osco,restaurants,"1341 N Paulina St, Chicago, IL 60622, USA",Chicago,IL,(773) 342-3410,https://local.jewelosco.com/il/chicago/1341-n-paulina-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2377,3.9,True,True,2026-01-31,41.9064754,-87.66944629999999,ChIJFVSfe8XSD4gRwDhg57GSuOw
Safeway,restaurants,"730 Taraval St, San Francisco, CA 94116, USA",San Francisco,CA,(415) 665-4136,https://local.safeway.com/safeway/ca/san-francisco/730-taraval-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1135,3.8,True,True,2026-01-31,37.7434468,-122.4740564,ChIJT_yGy5N9j4ARirOJ7uGsXZw
Pak 'N Save Foods,restaurants,"3889 San Pablo Ave, Emeryville, CA 94608, USA",San Francisco,CA,(510) 450-1200,https://local.safeway.com/pak-n-save/ca/emeryville/3889-san-pablo-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1991,3.8,True,True,2026-01-31,37.8293981,-122.2799636,ChIJUXe31hN-hYARgUNqPCC8Ib4
Safeway,restaurants,"600 S Broadway, Walnut Creek, CA 94596, USA",San Francisco,CA,(925) 935-9205,https://local.safeway.com/safeway/ca/walnut-creek/600-s-broadway.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,938,3.9,True,False,2026-01-31,37.898108,-122.0566721,ChIJJYnQa8FhhYARmXTAxJ5Mz5k
Polk & Post Convenience Store,restaurants,"1101 Post St, San Francisco, CA 94109, USA",San Francisco,CA,(415) 240-9332,,"convenience_store,establishment,food,point_of_interest,store",85,High,19,4.7,True,True,2026-02-04,37.786626,-122.42011,ChIJhQE2lDSBhYARinwtEfSbxcM
REBEL Convenience Stores,restaurants,"8716 Ogden Ave, Lyons, IL 60534, USA",Chicago,IL,(708) 680-2013,http://www.rebelstores.com/,"convenience_store,establishment,food,point_of_interest,store",85,High,24,4.5,True,True,2026-02-04,41.816567,-87.8387437,ChIJP3SZv5s3DogRudtF5RhbTuk
Safeway,restaurants,"4732 Brooklyn Ave NE, Seattle, WA 98105, USA",Seattle,WA,(206) 926-2620,https://local.safeway.com/safeway/wa/seattle/4732-brooklyn-ave-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",85,High,279,3.4,False,True,2026-02-04,47.66420309999999,-122.3138864,ChIJZawbT-QVkFQRJ9PTTZuZlxQ
1614 Brother Grocery Store,restaurants,"1614 Westchester Ave, Bronx, NY 10472, USA",New York,NY,(718) 328-0919,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,11,5.0,True,False,2026-02-04,40.8292784,-73.8748203,ChIJwcgkmu_0wokRROnCYOofz90
Starlight Market,restaurants,"402 Ellis St, San Francisco, CA 94102, USA",San Francisco,CA,(415) 371-9162,https://nrsgo.com/starlight_market,"convenience_store,establishment,food,liquor_store,point_of_interest,store",85,High,45,4.3,False,True,2026-02-04,37.7849613,-122.4129526,ChIJ5bGoIZCAhYARo4qqJp0xvoY
Quik Mart,restaurants,"810 W 59th St, Chicago, IL 60621, USA",Chicago,IL,,,"convenience_store,establishment,food,point_of_interest,store",85,High,34,4.8,True,True,2026-02-04,41.7871225,-87.645612,ChIJgznYdu8uDogR_h8NvI7qorY
Organic Green Planet Grocery Store,restaurants,"53-17 Broadway, Woodside, NY 11377, USA",New York,NY,(347) 468-0581,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,8,5.0,True,True,2026-02-04,40.75346529999999,-73.9070029,ChIJX9P6YH9fwokRn9_ke_MBG0Q
Sunshine Grocery Store,restaurants,"240 Garden St, Hoboken, NJ 07030, USA",New York,NY,(201) 402-3977,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,22,4.5,False,True,2026-02-04,40.7402538,-74.03213029999999,ChIJbY-XpV9XwokRta8Usiv0IAA
Foodsmart,restaurants,"2901 W Armitage Ave, Chicago, IL 60647, USA",Chicago,IL,(773) 772-3200,http://www.foodsmartstores.com/,"atm,establishment,finance,food,grocery_or_supermarket,liquor_store,point_of_interest,store,supermarket",85,High,290,3.6,True,True,2026-02-04,41.9171918,-87.69974069999999,ChIJIW70ZGDND4gRjNXXDLtdZBs
Morton Williams Supermarkets,restaurants,"2941 Broadway, New York, NY 10027, USA",New York,NY,(212) 666-4190,https://www.mortonwilliams.com/our-locations,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",85,High,367,3.5,True,True,2026-02-04,40.8076824,-73.96459089999999,ChIJx5-q0D72wokR-98xbWUpdMY
251 La Bodeguita Grocery Store,restaurants,"251 E 119th St, New York, NY 10035, USA",New York,NY,(646) 575-0844,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,46,4.5,True,False,2026-02-04,40.7991524,-73.9366273,ChIJQbukGAj2wokR_4bMnz5DgIY
Duane Reade,restaurants,"136-02 Roosevelt Ave, Flushing, NY 11354, USA",New York,NY,(718) 886-3212,https://www.walgreens.com/locator/walgreens-13602+roosevelt+ave-flushing-ny-11354/id=14438,"clothing_store,convenience_store,establishment,food,point_of_interest,store",85,High,241,2.7,True,True,2026-02-04,40.7594983,-73.82980289999999,ChIJeRt12BFgwokRDsBy5p-Ydys
Mercer Mini Mart,restaurants,"405 W Mercer St, Seattle, WA 98119, USA",Seattle,WA,(206) 285-6486,,"convenience_store,establishment,food,point_of_interest,store",85,High,50,4.3,False,True,2026-02-04,47.6244751,-122.3621727,ChIJPS2Dw0IVkFQRYMKFhxlMhW4
Super Albert Fresh Mexican Food,restaurants,"1039 W San Bernardino Rd, Covina, CA 91722, USA",Los Angeles,CA,(626) 331-4044,,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,612,4.1,True,False,2026-02-04,34.0893914,-117.9109121,ChIJofUp1hcow4ARVknXc15fxcs
Joe's Pizza - Hollywood Blvd,restaurants,"6504 Hollywood Blvd, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 467-9500,https://joespizza.it/joespizzahollywoodblvd?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,1130,4.2,True,False,2026-02-04,34.1013345,-118.3313381,ChIJnaqknju_woARTNTg6MEhTM4
SaMo Pizza,restaurants,"1711 Pico Blvd, Santa Monica, CA 90405, USA",Los Angeles,CA,(310) 392-0092,https://samopizzaca.com/?utm_source=google,"establishment,food,meal_delivery,point_of_interest,restaurant",80,High,826,4.8,True,True,2026-02-04,34.0182443,-118.4725666,ChIJqZPnpyW7woARX2EWBa_kFrk
Arsenio's Mexican Food,restaurants,"9142 Garfield Ave, Huntington Beach, CA 92646, USA",Los Angeles,CA,(714) 965-4107,http://website.uniquemobileapps.com/free/rios12345/arsenios_mex_food_hb,"establishment,food,point_of_interest,restaurant",80,High,668,4.1,True,False,2026-02-04,33.6864909,-117.9695671,ChIJXeNUqysn3YARYLA_rQpwMuU
La Barca Restaurant,restaurants,"2414 S Vermont Ave, Los Angeles, CA 90007, USA",Los Angeles,CA,(323) 735-6567,,"establishment,food,point_of_interest,restaurant",80,High,2983,4.4,False,True,2026-02-04,34.0339278,-118.2913087,ChIJ96GoEPPHwoAR0GeImN10JkU
Walgreens,restaurants,"6800 Ogden Ave, Berwyn, IL 60402, USA",Chicago,IL,(708) 749-9061,https://www.walgreens.com/locator/walgreens-6800+ogden+ave-berwyn-il-60402/id=5076,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,166,2.7,True,False,2026-02-04,41.8265914,-87.79335739999999,ChIJv-I5phk0DogRdPTErbyM_wg
Taquería El Pastor,restaurants,"4418 W 63rd St, Chicago, IL 60629, USA",Chicago,IL,(773) 284-1003,https://taqueriaelpastor.shop/,"establishment,food,point_of_interest,restaurant",80,High,2117,4.2,True,False,2026-02-04,41.7786892,-87.7333197,ChIJeaLHN6sxDogRaJWGQSoxwpM
